id,countryCode,establishmentMeans,invasiveness,pathway,taxonID,scientificName
110,IND,Alien,Invasive,TimberTrade,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,TransportationOfHabitatMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,ContainerBulk,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,HitchhikersInOrOnPlane,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,HitchhikersOnShipBoat,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,MachineryEquipment,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,Vehicles,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,OrganicPackingMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,BiologicalControl,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,ContaminantNurseryMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,FoodContaminant,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,TimberTrade,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,TransportationOfHabitatMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,ContainerBulk,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,HitchhikersInOrOnPlane,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,HitchhikersOnShipBoat,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,MachineryEquipment,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,Vehicles,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Unspecified,OrganicPackingMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,BiologicalControl,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,ContaminantNurseryMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,FoodContaminant,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,TimberTrade,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,TransportationOfHabitatMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,ContainerBulk,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,HitchhikersInOrOnPlane,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,HitchhikersOnShipBoat,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,MachineryEquipment,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,Vehicles,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Native,NotInvasive,OrganicPackingMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,BiologicalControl,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,ContaminantNurseryMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,FoodContaminant,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,TimberTrade,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,TransportationOfHabitatMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,ContainerBulk,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,HitchhikersInOrOnPlane,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,HitchhikersOnShipBoat,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,MachineryEquipment,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,Vehicles,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Cryptogenic,Unspecified,OrganicPackingMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
112,BRA,Alien,Invasive,LandscapeFloraFaunaImprovement,112.0,Arundo donax (L.)
112,BRA,Alien,Invasive,Agriculture,112.0,Arundo donax (L.)
112,BRA,Alien,Unspecified,LandscapeFloraFaunaImprovement,112.0,Arundo donax (L.)
112,BRA,Alien,Unspecified,Agriculture,112.0,Arundo donax (L.)
112,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,112.0,Arundo donax (L.)
112,IND,Native,NotInvasive,Agriculture,112.0,Arundo donax (L.)
113,BRA,Native,NotInvasive,BiologicalControl,113.0,"Rhinella marina (Linnaeus, 1758)"
113,BRA,Native,NotInvasive,ContainerBulk,113.0,"Rhinella marina (Linnaeus, 1758)"
113,BRA,Native,NotInvasive,Vehicles,113.0,"Rhinella marina (Linnaeus, 1758)"
114,GBR,Native,NotInvasive,AquacultureMariculture,114.0,"Carcinus maenas (Linnaeus, 1758)"
114,GBR,Native,NotInvasive,PetAquariumSpecies,114.0,"Carcinus maenas (Linnaeus, 1758)"
114,GBR,Native,NotInvasive,LiveFoodAndLiveBaits,114.0,"Carcinus maenas (Linnaeus, 1758)"
114,GBR,Native,NotInvasive,ShipBoatBallastWater,114.0,"Carcinus maenas (Linnaeus, 1758)"
114,GBR,Native,NotInvasive,ShipBoatHullFouling,114.0,"Carcinus maenas (Linnaeus, 1758)"
115,IND,Native,NotInvasive,BotanicalGardenZooAquaria,115.0,Caulerpa taxifolia (M. Vahl) C. Agardh
115,IND,Native,NotInvasive,PetAquariumSpecies,115.0,Caulerpa taxifolia (M. Vahl) C. Agardh
115,IND,Native,NotInvasive,ShipBoatHullFouling,115.0,Caulerpa taxifolia (M. Vahl) C. Agardh
115,IND,Native,NotInvasive,AnglingFishingAquacultureEquipment,115.0,Caulerpa taxifolia (M. Vahl) C. Agardh
121,GBR,Alien,Unspecified,,121.0,Cinara cupressi Buckton 1881
124,IND,Alien,Invasive,ParasitesOnPlants,124.0,Cryphonectria parasitica (Murrill) Barr
126,IND,Alien,Unspecified,BiologicalControl,126.0,"Gambusia affinis (Baird and Girard, 1853)"
126,IND,Alien,Unspecified,BotanicalGardenZooAquaria,126.0,"Gambusia affinis (Baird and Girard, 1853)"
126,IND,Alien,Unspecified,HitchhikersOnShipBoat,126.0,"Gambusia affinis (Baird and Girard, 1853)"
127,BRA,Native,NotInvasive,TimberTrade,127.0,"Linepithema humile (Mayr, 1868)"
127,BRA,Native,NotInvasive,HitchhikersOnShipBoat,127.0,"Linepithema humile (Mayr, 1868)"
127,BRA,Native,NotInvasive,MachineryEquipment,127.0,"Linepithema humile (Mayr, 1868)"
127,BRA,Native,NotInvasive,Vehicles,127.0,"Linepithema humile (Mayr, 1868)"
127,GBR,Alien,Unspecified,TimberTrade,127.0,"Linepithema humile (Mayr, 1868)"
127,GBR,Alien,Unspecified,HitchhikersOnShipBoat,127.0,"Linepithema humile (Mayr, 1868)"
127,GBR,Alien,Unspecified,MachineryEquipment,127.0,"Linepithema humile (Mayr, 1868)"
127,GBR,Alien,Unspecified,Vehicles,127.0,"Linepithema humile (Mayr, 1868)"
130,GBR,Alien,Invasive,ParasitesOnPlants,130.0,"Ophiostoma ulmi sensu lato (Buisman, 1932), Nannfeldt; Ophiostoma novo-ulmi* Brasier, 1991"
131,BRA,Alien,Unspecified,AquacultureMariculture,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,BRA,Alien,Unspecified,BotanicalGardenZooAquaria,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,BRA,Alien,Unspecified,PetAquariumSpecies,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,GBR,Alien,Unspecified,AquacultureMariculture,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,GBR,Alien,Unspecified,BotanicalGardenZooAquaria,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,GBR,Alien,Unspecified,PetAquariumSpecies,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,IND,Alien,Invasive,AquacultureMariculture,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,IND,Alien,Invasive,BotanicalGardenZooAquaria,131.0,"Oreochromis mossambicus (Peters, 1852)"
131,IND,Alien,Invasive,PetAquariumSpecies,131.0,"Oreochromis mossambicus (Peters, 1852)"
132,BRA,Alien,Invasive,ContainerBulk,132.0,Pheidole megacephala (Fabricius 1793)
132,BRA,Alien,Invasive,HitchhikersOnShipBoat,132.0,Pheidole megacephala (Fabricius 1793)
132,BRA,Alien,Invasive,MachineryEquipment,132.0,Pheidole megacephala (Fabricius 1793)
132,BRA,Alien,Invasive,OtherMeansOfTransport,132.0,Pheidole megacephala (Fabricius 1793)
132,GBR,Alien,Invasive,ContainerBulk,132.0,Pheidole megacephala (Fabricius 1793)
132,GBR,Alien,Invasive,HitchhikersOnShipBoat,132.0,Pheidole megacephala (Fabricius 1793)
132,GBR,Alien,Invasive,MachineryEquipment,132.0,Pheidole megacephala (Fabricius 1793)
132,GBR,Alien,Invasive,OtherMeansOfTransport,132.0,Pheidole megacephala (Fabricius 1793)
138,IND,Native,NotInvasive,ContainerBulk,138.0,"Pycnonotus cafer (Linnaeus, 1766)"
138,IND,Native,NotInvasive,HitchhikersOnShipBoat,138.0,"Pycnonotus cafer (Linnaeus, 1766)"
141,IND,Unspecified,Unspecified,,141.0,Banana bunchy top virus (BBTV)
142,GBR,Alien,Unspecified,ContainerBulk,142.0,Trogoderma granarium Everts
142,GBR,Alien,Unspecified,HitchhikersInOrOnPlane,142.0,Trogoderma granarium Everts
142,GBR,Alien,Unspecified,PeopleAndTheirLuggages,142.0,Trogoderma granarium Everts
142,IND,Native,NotInvasive,ContainerBulk,142.0,Trogoderma granarium Everts
142,IND,Native,NotInvasive,HitchhikersInOrOnPlane,142.0,Trogoderma granarium Everts
142,IND,Native,NotInvasive,PeopleAndTheirLuggages,142.0,Trogoderma granarium Everts
143,GBR,Alien,Invasive,,143.0,Phytophthora cinnamomi Ronds (1922)
150,GBR,Alien,Unspecified,PetAquariumSpecies,150.0,Xenopus laevis (Daudin 1802)
150,GBR,Alien,Unspecified,ResearchInFacilities,150.0,Xenopus laevis (Daudin 1802)
151,GBR,Native,NotInvasive,,151.0,Bythotrephes longimanus Leydig 1860
152,GBR,Alien,Invasive,BotanicalGardenZooAquaria,152.0,Oxyura jamaicensis (J. F. Gmelin 1789)
152,GBR,Alien,Invasive,PetAquariumSpecies,152.0,Oxyura jamaicensis (J. F. Gmelin 1789)
153,IND,Alien,Invasive,FoodContaminant,153.0,Parthenium hysterophorus L.
153,IND,Alien,Invasive,SeedContaminant,153.0,Parthenium hysterophorus L.
157,GBR,Native,NotInvasive,TransportationOfHabitatMaterial,157.0,Clematis vitalba L.
158,BRA,Alien,Invasive,HitchhikersOnShipBoat,158.0,Lonicera japonica Thunb.
158,GBR,Alien,Invasive,HitchhikersOnShipBoat,158.0,Lonicera japonica Thunb.
159,BRA,Alien,Invasive,ContainerBulk,159.0,"Rattus norvegicus (Berkenhout, 1769)"
159,BRA,Alien,Invasive,HitchhikersOnShipBoat,159.0,"Rattus norvegicus (Berkenhout, 1769)"
159,GBR,Alien,Invasive,ContainerBulk,159.0,"Rattus norvegicus (Berkenhout, 1769)"
159,GBR,Alien,Invasive,HitchhikersOnShipBoat,159.0,"Rattus norvegicus (Berkenhout, 1769)"
162,IND,Native,NotInvasive,ContainerBulk,162.0,"Suncus murinus (Linnaeus, 1766)"
162,IND,Native,NotInvasive,HitchhikersOnShipBoat,162.0,"Suncus murinus (Linnaeus, 1766)"
162,IND,Native,NotInvasive,PeopleAndTheirLuggages,162.0,"Suncus murinus (Linnaeus, 1766)"
162,IND,Native,NotInvasive,Vehicles,162.0,"Suncus murinus (Linnaeus, 1766)"
163,IND,Unspecified,Unspecified,ErosionControlDuneStabilization,163.0,Merremia peltata (L.) Merr.
169,BRA,Native,NotInvasive,FoodContaminant,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,BRA,Native,NotInvasive,ContaminantOnPlants,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,BRA,Native,NotInvasive,TransportationOfHabitatMaterial,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,BRA,Native,NotInvasive,ContainerBulk,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,BRA,Native,NotInvasive,HitchhikersInOrOnPlane,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,BRA,Native,NotInvasive,Vehicles,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,GBR,Alien,Unspecified,FoodContaminant,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,GBR,Alien,Unspecified,ContaminantOnPlants,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,GBR,Alien,Unspecified,TransportationOfHabitatMaterial,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,GBR,Alien,Unspecified,ContainerBulk,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,GBR,Alien,Unspecified,HitchhikersInOrOnPlane,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,GBR,Alien,Unspecified,Vehicles,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,IND,Alien,Invasive,FoodContaminant,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,IND,Alien,Invasive,ContaminantOnPlants,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,IND,Alien,Invasive,TransportationOfHabitatMaterial,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,IND,Alien,Invasive,ContainerBulk,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,IND,Alien,Invasive,HitchhikersInOrOnPlane,169.0,"Solenopsis geminata (Fabricius, 1804)"
169,IND,Alien,Invasive,Vehicles,169.0,"Solenopsis geminata (Fabricius, 1804)"
170,IND,Alien,Invasive,ReleaseInNatureForUse,170.0,Rattus exulans (Peale 1848)
173,IND,Cryptogenic,Invasive,ContaminantOnPlants,173.0,Oryctes rhinoceros (Linnaeus)
173,IND,Cryptogenic,Invasive,TransportationOfHabitatMaterial,173.0,Oryctes rhinoceros (Linnaeus)
173,IND,Cryptogenic,Invasive,HitchhikersInOrOnPlane,173.0,Oryctes rhinoceros (Linnaeus)
173,IND,Cryptogenic,Invasive,HitchhikersOnShipBoat,173.0,Oryctes rhinoceros (Linnaeus)
175,BRA,Alien,Unspecified,ContaminantNurseryMaterial,175.0,"Xylosandrus compactus (Eichhoff, 1875)"
175,BRA,Alien,Unspecified,FoodContaminant,175.0,"Xylosandrus compactus (Eichhoff, 1875)"
175,BRA,Alien,Unspecified,OrganicPackingMaterial,175.0,"Xylosandrus compactus (Eichhoff, 1875)"
175,IND,Cryptogenic,Unspecified,ContaminantNurseryMaterial,175.0,"Xylosandrus compactus (Eichhoff, 1875)"
175,IND,Cryptogenic,Unspecified,FoodContaminant,175.0,"Xylosandrus compactus (Eichhoff, 1875)"
175,IND,Cryptogenic,Unspecified,OrganicPackingMaterial,175.0,"Xylosandrus compactus (Eichhoff, 1875)"
176,GBR,Alien,Invasive,BiologicalControl,176.0,Erinaceus europaeus Linnaeus 1758
176,GBR,Alien,Invasive,LandscapeFloraFaunaImprovement,176.0,Erinaceus europaeus Linnaeus 1758
183,IND,Alien,Invasive,Agriculture,183.0,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone
183,IND,Alien,Invasive,HitchhikersOnShipBoat,183.0,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone
188,GBR,Alien,Invasive,HitchhikersOnShipBoat,188.0,Akebia quinata (Houtt.) Dcne.
196,IND,Native,NotInvasive,HitchhikersOnShipBoat,196.0,Hedychium flavescens Carey ex Roscoe
197,BRA,Alien,Unspecified,LandscapeFloraFaunaImprovement,197.0,Acacia melanoxylon R. Br. ex Ait. f.
197,BRA,Alien,Unspecified,Forestry,197.0,Acacia melanoxylon R. Br. ex Ait. f.
197,BRA,Alien,Unspecified,HitchhikersOnShipBoat,197.0,Acacia melanoxylon R. Br. ex Ait. f.
197,IND,Alien,Unspecified,LandscapeFloraFaunaImprovement,197.0,Acacia melanoxylon R. Br. ex Ait. f.
197,IND,Alien,Unspecified,Forestry,197.0,Acacia melanoxylon R. Br. ex Ait. f.
197,IND,Alien,Unspecified,HitchhikersOnShipBoat,197.0,Acacia melanoxylon R. Br. ex Ait. f.
198,BRA,Alien,Unspecified,,198.0,Acacia mangium  Willd.
201,BRA,Cryptogenic,Unspecified,HitchhikersOnShipBoat,201.0,Adenanthera pavonina L.
201,IND,Cryptogenic,Unspecified,HitchhikersOnShipBoat,201.0,Adenanthera pavonina L.
204,IND,Native,NotInvasive,Agriculture,204.0,Azolla pinnata R. Br.
204,IND,Native,NotInvasive,ContaminantOnAnimals,204.0,Azolla pinnata R. Br.
209,BRA,Native,NotInvasive,HitchhikersOnShipBoat,209.0,"Solanum mauritianum (Scopoli, 1788)"
209,IND,Alien,Invasive,HitchhikersOnShipBoat,209.0,"Solanum mauritianum (Scopoli, 1788)"
210,IND,Native,NotInvasive,Agriculture,210.0,Cenchrus polystachios (L.) Morrone
210,IND,Native,NotInvasive,Vehicles,210.0,Cenchrus polystachios (L.) Morrone
211,BRA,Cryptogenic,Unspecified,Agriculture,211.0,"Psidium guajava (Linnaeus, 1753)"
211,BRA,Cryptogenic,Unspecified,HitchhikersOnShipBoat,211.0,"Psidium guajava (Linnaeus, 1753)"
211,IND,Cryptogenic,Unspecified,Agriculture,211.0,"Psidium guajava (Linnaeus, 1753)"
211,IND,Cryptogenic,Unspecified,HitchhikersOnShipBoat,211.0,"Psidium guajava (Linnaeus, 1753)"
214,IND,Native,NotInvasive,,214.0,Ziziphus mauritiana Lam.
216,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,216.0,Elaeagnus angustifolia L.
216,IND,Native,NotInvasive,HitchhikersOnShipBoat,216.0,Elaeagnus angustifolia L.
218,GBR,Alien,Unspecified,AquacultureMariculture,218.0,"Orconectes virilis (Hagen, 1870)"
218,GBR,Alien,Unspecified,PetAquariumSpecies,218.0,"Orconectes virilis (Hagen, 1870)"
218,GBR,Alien,Unspecified,LiveFoodAndLiveBaits,218.0,"Orconectes virilis (Hagen, 1870)"
218,GBR,Alien,Unspecified,ContaminatedBait,218.0,"Orconectes virilis (Hagen, 1870)"
219,BRA,Cryptogenic,Unspecified,ParasitesOnPlants,219.0,Xanthomonas axonopodis pv.citri
219,IND,Native,NotInvasive,ParasitesOnPlants,219.0,Xanthomonas axonopodis pv.citri
225,GBR,Native,NotInvasive,,225.0,Nymphoides peltata (Gmel.) O. Kuntze
225,IND,Native,NotInvasive,,225.0,Nymphoides peltata (Gmel.) O. Kuntze
230,IND,Unspecified,Unspecified,Forestry,230.0,Adelges tsugae Annand
230,IND,Unspecified,Unspecified,ContaminantNurseryMaterial,230.0,Adelges tsugae Annand
262,IND,Alien,Unspecified,LandscapeFloraFaunaImprovement,262.0,Elaeagnus umbellata Thunb.
262,IND,Alien,Unspecified,Agriculture,262.0,Elaeagnus umbellata Thunb.
262,IND,Alien,Unspecified,HitchhikersOnShipBoat,262.0,Elaeagnus umbellata Thunb.
265,BRA,Native,NotInvasive,SeedContaminant,265.0,Solanum viarum (Dunal)
265,BRA,Native,NotInvasive,TransportationOfHabitatMaterial,265.0,Solanum viarum (Dunal)
265,IND,Alien,Invasive,SeedContaminant,265.0,Solanum viarum (Dunal)
265,IND,Alien,Invasive,TransportationOfHabitatMaterial,265.0,Solanum viarum (Dunal)
270,BRA,Alien,Invasive,ErosionControlDuneStabilization,270.0,Lespedeza cuneata (Dumont-Cours.) G. Don
270,BRA,Alien,Invasive,LandscapeFloraFaunaImprovement,270.0,Lespedeza cuneata (Dumont-Cours.) G. Don
270,BRA,Alien,Invasive,Agriculture,270.0,Lespedeza cuneata (Dumont-Cours.) G. Don
270,IND,Native,NotInvasive,ErosionControlDuneStabilization,270.0,Lespedeza cuneata (Dumont-Cours.) G. Don
270,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,270.0,Lespedeza cuneata (Dumont-Cours.) G. Don
270,IND,Native,NotInvasive,Agriculture,270.0,Lespedeza cuneata (Dumont-Cours.) G. Don
272,IND,Native,NotInvasive,PetAquariumSpecies,272.0,Hydrilla verticillata (L. f.) Royle
272,IND,Native,NotInvasive,ContaminantOnPlants,272.0,Hydrilla verticillata (L. f.) Royle
281,GBR,Native,NotInvasive,PetAquariumSpecies,281.0,Ceratophyllum demersum L.
281,GBR,Native,NotInvasive,AnglingFishingAquacultureEquipment,281.0,Ceratophyllum demersum L.
289,BRA,Native,NotInvasive,,289.0,Egeria densa Planch.
290,GBR,Alien,Invasive,OrnamentalPurpose,290.0,Elodea canadensis (Michx).
290,GBR,Alien,Invasive,PetAquariumSpecies,290.0,Elodea canadensis (Michx).
290,GBR,Alien,Invasive,ContaminantOnAnimals,290.0,Elodea canadensis (Michx).
290,GBR,Alien,Invasive,ShipBoatHullFouling,290.0,Elodea canadensis (Michx).
291,IND,Native,NotInvasive,,291.0,Cinnamomum camphora (L.) J. Presl
296,IND,Native,NotInvasive,HitchhikersOnShipBoat,296.0,Dioscorea oppositifolia L.
303,IND,Native,NotInvasive,BotanicalGardenZooAquaria,303.0,Neyraudia reynaudiana (Kunth) Keng ex A.S. Hitchc.
304,GBR,Alien,Unspecified,ParasitesOnAnimals,304.0,West Nile virus
304,IND,Unspecified,Invasive,ParasitesOnAnimals,304.0,West Nile virus
312,BRA,Native,NotInvasive,,312.0,"Molothrus bonariensis (Gmelin, 1789)"
312,BRA,Cryptogenic,Invasive,,312.0,"Molothrus bonariensis (Gmelin, 1789)"
326,BRA,Cryptogenic,Unspecified,,326.0,"Xylella fastidiosa Wells et al*., 1987"
332,BRA,Native,NotInvasive,Agriculture,332.0,Piper aduncum L.
332,BRA,Native,NotInvasive,Forestry,332.0,Piper aduncum L.
332,BRA,Native,NotInvasive,HitchhikersOnShipBoat,332.0,Piper aduncum L.
332,BRA,Native,NotInvasive,MachineryEquipment,332.0,Piper aduncum L.
332,BRA,Native,NotInvasive,OrganicPackingMaterial,332.0,Piper aduncum L.
343,BRA,Native,NotInvasive,Forestry,343.0,Cedrela odorata L.
344,GBR,Alien,Invasive,BotanicalGardenZooAquaria,344.0,Pittosporum undulatum Vent.
344,GBR,Alien,Invasive,HitchhikersOnShipBoat,344.0,Pittosporum undulatum Vent.
344,IND,Alien,NotInvasive,BotanicalGardenZooAquaria,344.0,Pittosporum undulatum Vent.
344,IND,Alien,NotInvasive,HitchhikersOnShipBoat,344.0,Pittosporum undulatum Vent.
346,IND,Native,NotInvasive,HitchhikersOnShipBoat,346.0,Pittosporum viridiflorum Sims.
347,IND,Alien,Unspecified,Agriculture,347.0,Cryptostegia grandiflora (Roxb. ex R. Br.) R. Br.
347,IND,Alien,Unspecified,HitchhikersOnShipBoat,347.0,Cryptostegia grandiflora (Roxb. ex R. Br.) R. Br.
347,IND,Alien,Unspecified,ContaminantOnAnimals,347.0,Cryptostegia grandiflora (Roxb. ex R. Br.) R. Br.
347,IND,Alien,Unspecified,Vehicles,347.0,Cryptostegia grandiflora (Roxb. ex R. Br.) R. Br.
348,IND,Native,NotInvasive,Agriculture,348.0,Coccinia grandis (L.) Voigt
362,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,362.0,"Acridotheres fuscus (Wagler, 1827)"
362,IND,Native,NotInvasive,BotanicalGardenZooAquaria,362.0,"Acridotheres fuscus (Wagler, 1827)"
364,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,364.0,Albizia julibrissin Durazz.
364,IND,Native,NotInvasive,HitchhikersOnShipBoat,364.0,Albizia julibrissin Durazz.
365,IND,Native,NotInvasive,ErosionControlDuneStabilization,365.0,Casuarina equisetifolia L.
365,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,365.0,Casuarina equisetifolia L.
365,IND,Native,NotInvasive,Forestry,365.0,Casuarina equisetifolia L.
365,IND,Native,NotInvasive,HitchhikersOnShipBoat,365.0,Casuarina equisetifolia L.
368,BRA,Alien,Unspecified,OrnamentalPurpose,368.0,"Carassius auratus (Linnaeus, 1758)"
368,BRA,Alien,Unspecified,PetAquariumSpecies,368.0,"Carassius auratus (Linnaeus, 1758)"
368,GBR,Alien,Unspecified,OrnamentalPurpose,368.0,"Carassius auratus (Linnaeus, 1758)"
368,GBR,Alien,Unspecified,PetAquariumSpecies,368.0,"Carassius auratus (Linnaeus, 1758)"
368,IND,Alien,Unspecified,OrnamentalPurpose,368.0,"Carassius auratus (Linnaeus, 1758)"
368,IND,Alien,Unspecified,PetAquariumSpecies,368.0,"Carassius auratus (Linnaeus, 1758)"
369,BRA,Alien,Unspecified,,369.0,"Ctenopharyngodon idella (Valenciennes in Cuvier and Valenciennes, 1844)"
369,GBR,Alien,Unspecified,,369.0,"Ctenopharyngodon idella (Valenciennes in Cuvier and Valenciennes, 1844)"
369,IND,Alien,Unspecified,,369.0,"Ctenopharyngodon idella (Valenciennes in Cuvier and Valenciennes, 1844)"
371,IND,Native,NotInvasive,ReleaseInNatureForUse,371.0,Colubrina asiatica (L.) Brongn
371,IND,Native,NotInvasive,Agriculture,371.0,Colubrina asiatica (L.) Brongn
373,BRA,Native,NotInvasive,ErosionControlDuneStabilization,373.0,Cortaderia selloana (J.A. & J.H. Schultes) Aschers. & Graebn.
373,BRA,Native,NotInvasive,Agriculture,373.0,Cortaderia selloana (J.A. & J.H. Schultes) Aschers. & Graebn.
373,BRA,Native,NotInvasive,HitchhikersOnShipBoat,373.0,Cortaderia selloana (J.A. & J.H. Schultes) Aschers. & Graebn.
376,BRA,Alien,Unspecified,AquacultureMariculture,376.0,"Salmo salar Linnaeus, 1758"
376,GBR,Native,NotInvasive,AquacultureMariculture,376.0,"Salmo salar Linnaeus, 1758"
377,BRA,Alien,Invasive,Agriculture,377.0,Elaeis guineensis Jacq.
377,BRA,Alien,Invasive,HitchhikersOnShipBoat,377.0,Elaeis guineensis Jacq.
394,GBR,Native,NotInvasive,Agriculture,394.0,Phalaris arundinacea L.
394,GBR,Native,NotInvasive,OrnamentalPurpose,394.0,Phalaris arundinacea L.
394,IND,Cryptogenic,Unspecified,Agriculture,394.0,Phalaris arundinacea L.
394,IND,Cryptogenic,Unspecified,OrnamentalPurpose,394.0,Phalaris arundinacea L.
400,GBR,Native,NotInvasive,,400.0,"Littorina littorea (Linnaeus, 1758)"
401,BRA,Native,NotInvasive,HitchhikersOnShipBoat,401.0,Myriophyllum aquaticum (Vell.) Verdc.
401,GBR,Alien,Invasive,HitchhikersOnShipBoat,401.0,Myriophyllum aquaticum (Vell.) Verdc.
401,GBR,Alien,Unspecified,HitchhikersOnShipBoat,401.0,Myriophyllum aquaticum (Vell.) Verdc.
402,BRA,Native,NotInvasive,BotanicalGardenZooAquaria,402.0,Cabomba caroliniana Gray
402,BRA,Native,NotInvasive,PetAquariumSpecies,402.0,Cabomba caroliniana Gray
402,BRA,Native,NotInvasive,ContaminatedBait,402.0,Cabomba caroliniana Gray
402,BRA,Native,NotInvasive,TransportationOfHabitatMaterial,402.0,Cabomba caroliniana Gray
402,BRA,Native,NotInvasive,MachineryEquipment,402.0,Cabomba caroliniana Gray
402,BRA,Native,NotInvasive,ShipBoatHullFouling,402.0,Cabomba caroliniana Gray
402,IND,Alien,Invasive,BotanicalGardenZooAquaria,402.0,Cabomba caroliniana Gray
402,IND,Alien,Invasive,PetAquariumSpecies,402.0,Cabomba caroliniana Gray
402,IND,Alien,Invasive,ContaminatedBait,402.0,Cabomba caroliniana Gray
